NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Choctaw Substation,,,TX,34.75316,-97.6933451,1,138.0,69.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM,96.73666666666666,77.05416666666666,15.595928528518806,0.0,0.0,47.9,MARGINAL,"TNCHOCTAW_0, TNCHOCTAW_0Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Lyssy Substation,,,TX,28.8943977,-98.1200535,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,35.76333333333333,16.080833333333327,33.215092224998436,0.0,0.0,47.71,MARGINAL,"BUS_138_1, KARNES_LYSY1, LYSSY1, LYSY_PLEASA1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Harper Substation,,,TX,30.2989664,-99.2401443,1,138.0,138.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM,36.02333333333333,16.340833333333332,32.12050352448833,0.0,0.0,47.7,MARGINAL,"L_HARPER8_5N, L_HARPER8_6N",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Hunt Substation,,,TX,30.0761257,-99.3360162,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,36.11333333333334,16.430833333333336,32.24968878402808,0.0,0.0,47.49,MARGINAL,"L_HUNT__8_1X, L_HUNT__8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Linde Substation,,,TX,29.963356,-93.9220696,1,138.0,138.0,Linde,industrial,IN SERVICE,OSM,96.73666666666666,77.05416666666666,17.436778180998157,0.0,0.0,47.17,MARGINAL,TNLINDE___0Z,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Magnolia Substation,,,TX,29.4883046,-95.1339785,1,138.0,12.5,Texas-New Mexico Power; American Electric Power,distribution,IN SERVICE,OSM,35.20333333333333,15.520833333333332,37.55155966578929,0.0,0.0,46.96,MARGINAL,MAGNOL_LD01,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Boerne Substation,,,TX,29.804201,-98.7257622,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,36.53333333333333,16.85083333333333,31.919908756135253,0.0,0.0,46.88,MARGINAL,"L_BOERNE8_1X, L_BOERNE8_1Y, L_BOERNE8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Mirage Substation,,,TX,29.6459671,-95.0536446,1,138.0,138.0,,industrial,IN SERVICE,OSM,86.78333333333335,67.10083333333334,18.682285412531677,0.0,0.0,46.67,MARGINAL,"MIRAGE_10, MIRAGE_B2, MIRAGE_GEN1, MIR_0030, MIR_0050, MIR_0070",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Yoakum Substation,,,TX,33.1253054,-102.7660413,1,345.0,115.0,,transmission,IN SERVICE,OSM,39.016666666666666,19.334166666666665,37.46705185893334,0.0,0.0,46.53,MARGINAL,"L_YOAKUM8_1X, L_YOAKUM8_1Y, L_YOAKUM8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Comstock Substation,,,TX,29.7474583,-101.1394552,1,138.0,138.0,American Electric Power; Rio Grande Electric Cooperative,distribution,IN SERVICE,OSM,36.696666666666665,17.014166666666664,32.26153277464815,0.0,0.0,46.46,MARGINAL,"COMSTO_B131, COMSTO_LD02, LD01, LD02",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
J. K. Spruce Switchyard,,,TX,29.3124345,-98.3202134,1,345.0,345.0,CPS Energy,transmission,IN SERVICE,OSM,38.666666666666664,18.984166666666663,39.21328133851251,0.0,0.0,46.44,MARGINAL,SPRUCE,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Nimitz Substation,,,TX,30.3068044,-98.8658928,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,35.93,16.2475,35.74686979303223,0.0,0.0,46.41,MARGINAL,L_NIMITZ8_1Y,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Cagnon Road Substation,,,TX,29.4161433,-98.7181849,1,345.0,138.0,CPS Energy,transmission,IN SERVICE,OSM,38.52333333333333,18.840833333333332,40.08781153085477,0.0,0.0,46.34,MARGINAL,CAGNON_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Port Lavaca Substation,,,TX,28.6107228,-96.6582959,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,33.64333333333334,13.960833333333337,41.38981799106313,0.0,0.0,46.08,MARGINAL,P_LAVACA_V_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Bayview Substation,,,TX,29.3676648,-94.9012546,1,69.0,69.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM,96.73666666666666,77.05416666666666,15.100692864898619,0.0,0.0,46.03,MARGINAL,"TNBAYVIEW_0V, TNBAYVIEW_0W, TNBAYVIEW_0X",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Dunlap Substation,,,TX,30.2753841,-97.5397323,1,345.0,138.0,Austin Energy,transmission,IN SERVICE,OSM,40.06333333333334,20.38083333333334,36.55973969637458,0.0,0.0,45.73,MARGINAL,"DNLP123, DUNLAPM1, DUNLAPM2, DUNLAPM3, DUNLAPM4",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Howard Substation,,,TX,35.4308009,-100.2799081,1,230.0,115.0,CPS Energy,yes,IN SERVICE,OSM,38.455555555555556,18.773055555555555,33.42287279908462,0.0,0.0,45.68,MARGINAL,"HOW_BUS1, HOW_BUS2, S1_BS2, S1_BUS1, S1_BUS2, S1_BUS3",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Doss Substation,,,TX,30.4578773,-99.1308943,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM,36.02333333333333,16.340833333333332,32.12050352448833,0.0,0.0,45.63,MARGINAL,"L_DOSS9___2Y, L_DOSS__9_1Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Wirtz Substation,,,TX,30.5596814,-98.3374716,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,37.39,17.7075,31.58460271352844,0.0,0.0,45.52,MARGINAL,"FLG, L_WIRTZ_8_1Y, SS1, SS2, T13, WIRTZ_1111, WIRTZ_1389, WIRTZ_3810, WIRTZ_3842, WIRTZ_3845, WIRTZ_3852, WIRTZ_EPS1, WIRTZ_EPS3, WIRTZ_E_1, WIRTZ_E_2, WIRTZ_K, WIRTZ_KB, WIR_WIRTZ_G1, WIR_WIRTZ_G2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Orion Substation,,,TX,29.6287037,-95.0450702,1,138.0,138.0,,industrial,IN SERVICE,OSM,87.61,67.9275,21.706220306631003,0.0,0.0,45.46,MARGINAL,ORION_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Zorn Substation,,,TX,29.7726536,-97.9497492,1,345.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,38.82666666666666,19.14416666666666,41.15359806059894,0.0,0.0,45.39,MARGINAL,L_ZORN__5_1Y,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Burnet Substation,,,TX,30.7590923,-98.2374492,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,37.27666666666667,17.59416666666667,32.957070182284106,0.0,0.0,45.17,MARGINAL,"GH, L_BURNET8_3Y, L_BURNET8_7Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Antler Substation,,,TX,29.7768041,-98.4133703,1,138.0,24.9,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,37.11666666666667,17.434166666666666,33.95478915656327,0.0,0.0,45.05,MARGINAL,"L_ANTLER8_1Y, L_ANTLER8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Saint Hedwig Substation,,,TX,29.4271595,-98.3966963,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,33.75666666666667,14.074166666666667,66.06689968004653,0.0,0.0,44.51,MARGINAL,ST_K,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Goat Wind Substation,,,TX,31.9407824,-100.8270485,1,345.0,345.0,,transmission,IN SERVICE,OSM,49.196666666666665,29.514166666666664,41.010751943850046,0.0,0.0,43.95,MARGINAL,"EB_0001, GOAT_0100, GOAT_R_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Olmos Substation,,,TX,29.4841892,-98.4910556,1,138.0,69.0,CPS Energy; Guadalupe Valley Electric Cooperative; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,37.48333333333333,17.800833333333326,35.087188880407794,0.0,0.0,43.95,MARGINAL,"OLMOSSUB9X, OLMOS_B, OLMOS_C, OLMOS_D, OLMOS_K, OLMOS_S_1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Holman Substation,,,TX,29.795554,-96.8783831,1,345.0,345.0,Austin Energy,transmission,IN SERVICE,OSM,40.940000000000005,21.257500000000004,41.09542164280591,0.0,0.0,43.91,MARGINAL,"EB_HOLM_3123, HOLMAN_HB_EB",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Wilson Substation,,,TX,29.3376671,-98.1728307,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM,37.59666666666667,17.91416666666667,35.468098717955925,0.0,0.0,43.6,MARGINAL,"LOADT_2, WILSON_K",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Lytton Springs Substation,,,TX,30.0053687,-97.6743116,1,345.0,138.0,Austin Energy,transmission,IN SERVICE,OSM,39.71,20.0275,42.82539783819877,0.0,0.0,43.22,MARGINAL,LYTTON_S_K,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Garfield Substation,,,TX,30.1426409,-97.5453484,1,345.0,138.0,Austin Energy,transmission,IN SERVICE,OSM,39.84,20.157500000000002,42.894287498453686,0.0,0.0,43.19,MARGINAL,GARFIELD,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Blessing Substation,,,TX,28.8865088,-96.1907981,1,345.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,42.014,22.331500000000002,42.96721105347991,0.0,0.0,43.16,MARGINAL,"BLESSING, BLESSING_L_A, BLESSING_V_A, BLESSING_V_B, EB_BLES_8955",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Nebo Substation,,,TX,30.4388922,-98.7473126,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM,36.42333333333334,16.740833333333338,36.661158374133976,0.0,0.0,43.11,MARGINAL,EBT1,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Andice Substation,,,TX,30.7489665,-97.875798,1,138.0,69.0,Pedernales Electric Cooperative,transmission,IN SERVICE,OSM,38.406666666666666,18.724166666666665,33.35069356907682,0.0,0.0,43.03,MARGINAL,"ANDICE_7702, ANDICE_7722, ANDICE_7732, ANDICE_7752, L_ANDICE8_1X, L_ANDICE8_1Z, L_ANDICE8_2Y, L_ANDICE8_3Y, L_ANDICE8_9Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Merida Street Substation,,,TX,29.4094873,-98.5397776,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.35333333333334,18.670833333333338,33.77413458057315,0.0,0.0,42.96,MARGINAL,"MERIDA_A, MERIDA_B, MERIDA_C, MERIDA_D, MERIDA_E",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Cuero Substation,,,TX,29.1074722,-97.2724379,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,38.080000000000005,18.397500000000004,35.24503713797367,0.0,0.0,42.85,MARGINAL,"L_CUERO_8_2Y, L_CUERO_8_3Y, L_CUERO_8_5Y, L_CUERO_8_6Y, L_CUERO_8_7Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Brooks Field Substation,,,TX,29.334543,-98.4497995,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.22333333333333,18.540833333333328,34.648712458040926,0.0,0.0,42.83,MARGINAL,"BROOKS_A, BROOKS_B, BROOKS_L_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Kirby Substation,,,TX,29.4653848,-98.3924152,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.38333333333333,18.700833333333332,34.19390092700832,0.0,0.0,42.74,MARGINAL,"KIRBY_A, KIRBY_B, KIRBY_C, KIRBY_F",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Vlsi Substation,,,TX,29.4735314,-98.6785475,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM,38.42666666666667,18.74416666666667,34.05099954035079,0.0,0.0,42.72,MARGINAL,"VLSI_A, VLSI_B, VLSI_K, VLSI_L_A",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Utsa Substation,,,TX,29.5865268,-98.6259333,1,138.0,13.8,CPS Energy,distribution,IN SERVICE,OSM,38.446666666666665,18.764166666666664,34.118416603282625,0.0,0.0,42.66,MARGINAL,"UTSA_A, UTSA_B, UTSA_C, UTSA_L_B",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Tuttle Switchyard,,,TX,29.529181,-98.4186763,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM,38.43,18.7475,34.20887391519128,0.0,0.0,42.65,MARGINAL,"TUTTLE_I, TUTTLE_J, TUTTLE_K, TUTTLE_L",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Anderson Substation,,,TX,29.483879,-98.7183807,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.39333333333334,18.710833333333337,34.512546993810815,0.0,0.0,42.59,MARGINAL,"ANDERSON_A, ANDERSON_L_A, ANDERSON_V_A",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Coliseum Substation,,,TX,29.4326262,-98.4443385,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.35333333333333,18.67083333333333,34.68720981860605,0.0,0.0,42.59,MARGINAL,"COLISEUM_A, COLISEUM_B, COLISEUM_C",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Walzem Road Substation,,,TX,29.5096409,-98.3692673,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.483333333333334,18.800833333333333,34.193922196079164,0.0,0.0,42.56,MARGINAL,"WALZEM_A, WALZEM_B, WALZEM_C, WALZEM_D",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Fort Sam Substation,,,TX,29.4553796,-98.4379455,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.373333333333335,18.690833333333334,34.70914901002329,0.0,0.0,42.55,MARGINAL,"FORT_SAM_2, FORT_SAM_A, FORT_SAM_B",0.756,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,LOW,voltage
Bandera Substation,,,TX,29.7364823,-99.111568,1,138.0,12.5,Bandera Electric Cooperative,transmission,IN SERVICE,OSM,38.43666666666667,18.754166666666666,34.632491608314865,0.0,0.0,42.47,MARGINAL,"BANDERA_A, BANDERA_B, BANDERA_C",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Downing Substation,,,TX,32.0209572,-98.5517548,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM,36.806666666666665,17.124166666666664,36.611542351194835,0.0,0.0,42.46,MARGINAL,DOWNING1,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Castle Substation,,,TX,32.9213526,-96.6141921,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM,38.47333333333333,18.790833333333328,34.69424267800062,0.0,0.0,42.38,MARGINAL,"CASTLE_A, CASTLE_B, CASTLE_C",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Dresden Drive Substation,,,TX,29.4986732,-98.5082673,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.47333333333333,18.790833333333328,34.710034932278596,0.0,0.0,42.37,MARGINAL,"DRESDEN_A, DRESDEN_B, DRESDEN_C",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Randolph Field Substation,,,TX,29.543545,-98.2906459,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.46666666666667,18.784166666666668,34.82647735559829,0.0,0.0,42.34,MARGINAL,"RANDOLPH_A, RANDOLPH_B, RANDOLPH_C",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Seguin Substation,,,TX,29.5943554,-97.9564296,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM,38.38333333333333,18.700833333333332,35.172835043538925,0.0,0.0,42.34,MARGINAL,"138KV, L_SEGUIN8_1Y, L_SEGUIN8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Comal Substation,,,TX,29.7068202,-98.1349886,1,138.0,12.5,New Braunfels Utilities,transmission,IN SERVICE,OSM,38.51333333333333,18.830833333333327,34.65000205518381,0.0,0.0,42.33,MARGINAL,"L_COMAL_8_1W, L_COMAL_8_1X, L_COMAL_8_1Y, L_COMAL_8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Cibolo Substation,,,TX,29.5782233,-98.2073018,1,138.0,138.0,Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM,38.52333333333333,18.840833333333332,34.63077489310584,0.0,0.0,42.32,MARGINAL,"L_CIBOLO8_1Y, L_CIBOLO8_2Y, L_CIBOLO8_4Y, L_CIBOLO_3Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Gpi Substation,,,TX,29.6770593,-98.1779746,1,138.0,138.0,New Braunfels Utilities,transmission,IN SERVICE,OSM,38.526666666666664,18.844166666666663,34.6365748184129,0.0,0.0,42.31,MARGINAL,"GPI_L_C, GPI_L_D, L_GPI___8_1Y, L_GPI___8_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Quintana Road Substation,,,TX,29.3729749,-98.5565184,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.32333333333333,18.64083333333333,35.72142923605754,0.0,0.0,42.23,MARGINAL,"QUINTANA_A, QUINTANA_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Fashing Substation,,,TX,28.8378973,-98.1844502,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,36.04666666666667,16.364166666666666,40.54029888066112,0.0,0.0,42.22,MARGINAL,FASHING_TR1,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Braunig Switchyard,,,TX,29.2580309,-98.3826843,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM,38.37166666666666,18.68916666666666,35.75895547505081,0.0,0.0,42.13,MARGINAL,"BRAUNIG, BRAUNIG_E",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Horton Substation,,,TX,32.5325845,-99.686367,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,38.50333333333333,18.82083333333333,35.196093178078726,0.0,0.0,42.13,MARGINAL,"L_HORTON8_1Y, L_HORTON8_1Z, L_HORTON_3Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Helotes Substation,,,TX,29.5481778,-98.6818689,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.4,18.717499999999998,35.69635387543103,0.0,0.0,42.11,MARGINAL,"HELOTES_A, HELOTES_B",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Parsons Street Substation,,,TX,29.4121069,-98.4795019,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.39333333333333,18.71083333333333,35.829311278151394,0.0,0.0,42.06,MARGINAL,"PARSONS_A, PARSONS_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Grissom Road Substation,,,TX,29.4764484,-98.6489325,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.43,18.7475,35.74169665810508,0.0,0.0,42.04,MARGINAL,"GRISSOM_A, GRISSOM_C",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Nixon Substation,,,TX,29.308137,-97.7408337,1,138.0,69.0,Lower Colorado River Authority; Guadalupe Valley Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,37.47666666666667,17.794166666666666,40.0424591319431,0.0,0.0,41.98,MARGINAL,L_NIXON19_1Y,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Toyota Substation,,,TX,29.268979,-98.5372461,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM,38.48,18.797499999999996,35.75992393727929,0.0,0.0,41.94,MARGINAL,"TOYOTA_A, TOYOTA_B",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Chulie Substation,,,TX,29.5112259,-98.4771356,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.47333333333333,18.790833333333328,35.84836993039804,0.0,0.0,41.92,MARGINAL,"CHULIE_A, CHULIE_D",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Harmony Hills Substation,,,TX,29.5540094,-98.5060042,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.483333333333334,18.800833333333333,35.84747392309069,0.0,0.0,41.9,MARGINAL,"HARMONY_A, HARMONY_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Fratt Substation,,,TX,29.5485314,-98.3431154,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.446666666666665,18.764166666666664,36.02036905233852,0.0,0.0,41.89,MARGINAL,"FRATT_B, FRATT_C",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Encino Park Substation,,,TX,29.6156122,-98.4696589,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,38.49,18.8075,35.87405970893174,0.0,0.0,41.88,MARGINAL,"ENCINO_A, ENCINO_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Capitol Cement Substation,,,TX,29.5479943,-98.4196778,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM,38.49333333333333,18.81083333333333,35.878302449623604,0.0,0.0,41.87,MARGINAL,"CAPITOL_C, CAPITOL_D",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Tnp One Substation,,,TX,31.0912725,-96.6935559,1,345.0,345.0,,transmission,IN SERVICE,OSM,48.666666666666664,28.984166666666663,46.284106427600165,0.0,0.0,41.84,MARGINAL,"EB_1B09, EB_2B21, EB_MN1, EB_MN2, ISSUE_51, R_TNP_ONE_1, TNP1___1, TNP_ONE_1, TNP_ONE_5110, TNP_ONE_5200, TNP_ONE_5210, TNP_ONE_6756, TNP_ONE_K, TNP_ONE_KI, TNP_ONE_KW, TNTNPONE_28",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Henne Substation,,,TX,29.7735088,-98.050972,1,138.0,12.5,New Braunfels Utilities,transmission,IN SERVICE,OSM,38.75333333333333,19.07083333333333,35.05568176833,0.0,0.0,41.74,MARGINAL,"L_HENNE_8_1Y, L_HENNE_8_1Z, L_HENNE_8_2Y, NT2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Energy Substation,,,TX,31.7426105,-98.3745875,1,69.0,69.0,Brazos Electric,industrial,IN SERVICE,OSM,37.13,17.4475,37.28324556687629,0.0,0.0,41.62,MARGINAL,ENERGY,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Gustine Substation,,,TX,31.8180339,-98.3443154,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM,37.13,17.4475,37.28324556687629,0.0,0.0,41.62,MARGINAL,GUSTINE,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Blanco Substation,,,TX,30.0825998,-98.4121882,1,69.0,69.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,37.70333333333333,18.020833333333332,34.80434493948516,0.0,0.0,41.61,MARGINAL,"LOADT1_, LOADT2_2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,station_limit
Elmendorf Substation,,,TX,29.270218,-98.3221644,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,37.836666666666666,18.154166666666665,39.65546662609499,0.0,0.0,41.51,MARGINAL,ELMENDORF_C,0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Buda Substation,,,TX,30.0753952,-97.851129,1,138.0,69.0,Pedernales Electric Cooperative,transmission,IN SERVICE,OSM,39.086666666666666,19.404166666666665,34.549029041238015,0.0,0.0,41.36,MARGINAL,"BUDA_1388, BUDA_1389, BUDA_3180, BUDA_3830, BUDA_5192, L_BUDA__8_1X, L_BUDA__8_1Y, L_BUDA__8_1Z, L_BUDA__9_1Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
Miller Substation,,,TX,32.8946015,-96.6023706,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM,38.02,18.337500000000002,39.49413627362928,0.0,0.0,41.25,MARGINAL,L_MILLER8_1Y,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,0-50,HIGH,voltage
